Company,Industry,City,Investors,Round,Amount,Year,State,Employee Size,Funded_Year,Amount_in_crores
GoMechanic,Automotive,Gurugram,Orios Venture Partners,Undisclosed,15,2020,Haryana,251-500,2020,"₹ 15,00,00,000.00"
Mobikwik,FinTech,Gurugram,Nicolas Jarrosson,Undisclosed,8,2020,Haryana,251-500,2020,"₹ 8,00,00,000.00"
Spinny,E-Commerce,Gurugram,Nandan Nilekani,Undisclosed,358,2020,Haryana,251-500,2020,"₹ 3,58,00,00,000.00"
1mg,Healthcare,Gurugram,Melinda Gates Foundation,Undisclosed,81,2020,Haryana,1001-5000,2020,"₹ 81,00,00,000.00"
Josh Talks,EdTech,Gurugram,Media Development Investment Fund,Undisclosed,12,2020,Haryana,101-250,2020,"₹ 12,00,00,000.00"
Country Delight,Food,Gurugram,Matrix Partners,Undisclosed,2075,2020,Haryana,501-1000,2020,"₹ 20,75,00,00,000.00"
Zupee,Entertainment,Gurugram,Matrix Partners,Undisclosed,66,2020,Haryana,251-500,2020,"₹ 66,00,00,000.00"
Zomato,Food,Gurugram,Macritchie Investments,Undisclosed,514,2020,Haryana,10000+,2020,"₹ 5,14,00,00,000.00"
Magicpin,Consumer Internet,Gurugram,Lightspeed Venture Partners,Undisclosed,32,2020,Haryana,501-1000,2020,"₹ 32,00,00,000.00"
Akna Medical,Healthcare,Gurugram,Lgt Lightstone Aspada,Undisclosed,57,2020,Haryana,501-1000,2020,"₹ 57,00,00,000.00"
PumPumPum,E-Commerce,Gurugram,Letsventure Syndicate,Undisclosed,2,2020,Haryana,101-250,2020,"₹ 2,00,00,000.00"
FleetX,Logistics,Gurugram,Lead Angels Network,Undisclosed,249,2020,Haryana,101-250,2020,"₹ 2,49,00,00,000.00"
PlanetSpark,EdTech,Gurugram,Lead Angels,Undisclosed,4,2020,Haryana,1001-5000,2020,"₹ 4,00,00,000.00"
Virohan,Education,Gurugram,Keiretsu Forum,Undisclosed,9,2020,Haryana,101-250,2020,"₹ 9,00,00,000.00"
Zomato,Food,Gurugram,Kapil Dev,Undisclosed,4326,2020,Haryana,10000+,2020,"₹ 43,26,00,00,000.00"
CashKaro,FinTech,Gurugram,Kalaari Capital,Undisclosed,830.75,2020,Haryana,51-100,2020,"₹ 8,30,75,00,000.00"
Aye Finance,FinTech,Gurugram,Invest In Vision,Undisclosed,137,2020,Haryana,501-1000,2020,"₹ 1,37,00,00,000.00"
MilkBasket,E-Commerce,Gurugram,Inflection Point Ventures,Undisclosed,45,2020,Haryana,11-50,2020,"₹ 45,00,00,000.00"
PlanetSpark,EdTech,Gurugram,Indian Angel Network,Undisclosed,4,2020,Haryana,1001-5000,2020,"₹ 4,00,00,000.00"
Yellow Classes,EdTech,Gurugram,India Quotient,Undisclosed,108,2020,Haryana,51-100,2020,"₹ 1,08,00,00,000.00"
Country Delight,Food,Gurugram,IIFL Asset Management,Undisclosed,2075,2020,Haryana,501-1000,2020,"₹ 20,75,00,00,000.00"
PlanetSpark,EdTech,Gurugram,Hyderabad Angels,Undisclosed,4,2020,Haryana,1001-5000,2020,"₹ 4,00,00,000.00"
Pristyn Care,Healthcare,Gurugram,Hummingbird Ventures,Undisclosed,915,2020,Haryana,501-1000,2020,"₹ 9,15,00,00,000.00"
Zvesta,Logistics,Gurugram,Hindustan Media Ventures,Undisclosed,45,2020,Haryana,11-50,2020,"₹ 45,00,00,000.00"
Mobikwik,FinTech,Gurugram,Hindustan Media Venture,Undisclosed,8,2020,Haryana,251-500,2020,"₹ 8,00,00,000.00"
Leap Club,Communication,Gurugram,Harpreet Singh Grover,Undisclosed,3,2020,Haryana,101-250,2020,"₹ 3,00,00,000.00"
FabHotels,Hospitality,Gurugram,Goldman Sachs,Undisclosed,85,2020,Haryana,51-100,2020,"₹ 85,00,00,000.00"
ZunRoof,Energy,Gurugram,Godrej Investments,Undisclosed,25,2020,Haryana,51-100,2020,"₹ 25,00,00,000.00"
Leap Club,Communication,Gurugram,Firstcheque,Undisclosed,3,2020,Haryana,101-250,2020,"₹ 3,00,00,000.00"
Slurrp Farm,SaaS,Gurugram,Fireside Ventures,Undisclosed,166,2020,Haryana,101-250,2020,"₹ 1,66,00,00,000.00"
Rivigo,Logistics,Gurugram,Elevation Capital,Undisclosed,1574,2020,Haryana,1001-5000,2020,"₹ 15,74,00,00,000.00"
Virohan,Education,Gurugram,Elea Foundation,Undisclosed,9,2020,Haryana,101-250,2020,"₹ 9,00,00,000.00"
Shipsy,Logistics,Gurugram,DTDC Express Ltd,Undisclosed,498,2020,Haryana,101-250,2020,"₹ 4,98,00,00,000.00"
Moms Co,E-Commerce,Gurugram,Dsg Consumer Partners,Undisclosed,664,2020,Haryana,51-100,2020,"₹ 6,64,00,00,000.00"
INDwealth,Finance,Gurugram,Df International Private Partners,Undisclosed,9,2020,Haryana,101-250,2020,"₹ 9,00,00,000.00"
Leap Club,Communication,Gurugram,Deepak Abbot,Undisclosed,3,2020,Haryana,101-250,2020,"₹ 3,00,00,000.00"
GoMechanic,Automotive,Gurugram,Chiratae Ventures,Undisclosed,15,2020,Haryana,251-500,2020,"₹ 15,00,00,000.00"
Zimyo,HR Tech,Gurugram,Chiranth Patil,Undisclosed,124,2020,Haryana,101-250,2020,"₹ 1,24,00,00,000.00"
Cashify,FinTech,Gurugram,Cdh Investments,Undisclosed,249,2020,Haryana,501-1000,2020,"₹ 2,49,00,00,000.00"
Paper Boat,Food,Gurugram,Catamaran Ventures,Undisclosed,30.75,2020,Haryana,501-1000,2020,"₹ 30,75,00,000.00"
Aye Finance,FinTech,Gurugram,Capital G,Undisclosed,227,2020,Haryana,501-1000,2020,"₹ 2,27,00,00,000.00"
1mg,Healthcare,Gurugram,Bill & Melinda Gates Foundation,Undisclosed,81,2020,Haryana,1001-5000,2020,"₹ 81,00,00,000.00"
Cashify,FinTech,Gurugram,Bessemer Venture Partners,Undisclosed,249,2020,Haryana,501-1000,2020,"₹ 2,49,00,00,000.00"
FleetX,Logistics,Gurugram,Beenext,Undisclosed,11,2020,Haryana,101-250,2020,"₹ 11,00,00,000.00"
True Balance,Healthcare,Gurugram,Base Partners,Undisclosed,415,2020,Haryana,51-100,2020,"₹ 4,15,00,00,000.00"
True Balance,Healthcare,Gurugram,Balancehero,Undisclosed,7,2020,Haryana,51-100,2020,"₹ 7,00,00,000.00"
Zomato,Food,Gurugram,Baillie Gifford,Undisclosed,514,2020,Haryana,10000+,2020,"₹ 5,14,00,00,000.00"
SirionLabs,SaaS,Gurugram,Avatar Growth Capital,Undisclosed,361,2020,Haryana,101-250,2020,"₹ 3,61,00,00,000.00"
Leap Club,Communication,Gurugram,Artha India Ventures,Undisclosed,3,2020,Haryana,101-250,2020,"₹ 3,00,00,000.00"
Leap Club,Communication,Gurugram,Amrish Rau,Undisclosed,3,2020,Haryana,101-250,2020,"₹ 3,00,00,000.00"
Aye Finance,FinTech,Gurugram,Alphabet's Independent Growth Fund,Undisclosed,227,2020,Haryana,501-1000,2020,"₹ 2,27,00,00,000.00"
FabHotels,Hospitality,Gurugram,Aim Smart City,Undisclosed,83,2020,Haryana,51-100,2020,"₹ 83,00,00,000.00"
Zimyo,HR Tech,Gurugram,Abhishant Pant,Undisclosed,124,2020,Haryana,101-250,2020,"₹ 1,24,00,00,000.00"
ChqBook,FinTech,Gurugram,Aavishkaar Venture Capital,Undisclosed,41,2020,Haryana,101-250,2020,"₹ 41,00,00,000.00"
Paper Boat,Food,Gurugram,A91 Emerging Fund,Undisclosed,30.75,2020,Haryana,501-1000,2020,"₹ 30,75,00,000.00"
Razorpay,FinTech,Bengaluru,Yournest Venture Capital,Undisclosed,249,2020,Karnataka,1001-5000,2020,"₹ 2,49,00,00,000.00"
FamPay,FinTech,Bengaluru,Y Combinator,Undisclosed,39,2020,Karnataka,51-100,2020,"₹ 39,00,00,000.00"
Groww,Finance,Bengaluru,Y Combinator,Undisclosed,2499,2020,Karnataka,251-500,2020,"₹ 24,99,00,00,000.00"
Awign Enterprises,FinTech,Bengaluru,Work10M,Undisclosed,42,2020,Karnataka,251-500,2020,"₹ 42,00,00,000.00"
DaMENSCH,Technology,Bengaluru,Whiteboard Capital,Undisclosed,498,2020,Karnataka,11-50,2020,"₹ 4,98,00,00,000.00"
Dunzo,Delivery,Bengaluru,Wes Schwalje,Undisclosed,2320.75,2020,Karnataka,1001-5000,2020,"₹ 23,20,75,00,000.00"
Flipkart,E-Commerce,Bengaluru,Walmart,Undisclosed,5146,2020,Karnataka,10000+,2020,"₹ 51,46,00,00,000.00"
ITILITE,Transportation,Bengaluru,Vy Capital,Undisclosed,107,2020,Karnataka,101-250,2020,"₹ 1,07,00,00,000.00"
JusPay,FinTech,Bengaluru,Vostok Emerging Finance,Undisclosed,177,2020,Karnataka,51-100,2020,"₹ 1,77,00,00,000.00"
Ameliorate Biotech,Healthcare,Bengaluru,Vinners,Undisclosed,2,2020,Karnataka,101-250,2020,"₹ 2,00,00,000.00"
Trell,Social Media,Bengaluru,Vineet Buch,Undisclosed,90.75,2020,Karnataka,101-250,2020,"₹ 90,75,00,000.00"
Ameliorate Biotech,Healthcare,Bengaluru,Villgro Usa,Undisclosed,2,2020,Karnataka,101-250,2020,"₹ 2,00,00,000.00"
Chingari,Healthcare,Bengaluru,Village Global,Undisclosed,8,2020,Karnataka,251-500,2020,"₹ 8,00,00,000.00"
Chingari,Households,Bengaluru,Village Global,Undisclosed,11,2020,Karnataka,251-500,2020,"₹ 11,00,00,000.00"
FamPay,FinTech,Bengaluru,Venture Highway,Undisclosed,39,2020,Karnataka,51-100,2020,"₹ 39,00,00,000.00"
Chingari,Households,Bengaluru,Utsav Somani,Undisclosed,11,2020,Karnataka,251-500,2020,"₹ 11,00,00,000.00"
Awign Enterprises,FinTech,Bengaluru,Unitus Ventures,Undisclosed,42,2020,Karnataka,251-500,2020,"₹ 42,00,00,000.00"
Masai School,Education,Bengaluru,Unitus Ventures,Undisclosed,21,2020,Karnataka,251-500,2020,"₹ 21,00,00,000.00"
Dunzo,Delivery,Bengaluru,Undisclosed Investments,Undisclosed,451,2020,Karnataka,1001-5000,2020,"₹ 4,51,00,00,000.00"
Instamojo,FinTech,Bengaluru,Undisclosed Investments,Undisclosed,249,2020,Karnataka,101-250,2020,"₹ 2,49,00,00,000.00"
Paper Boat,Food,Bengaluru,Trifecta Venture,Undisclosed,33,2020,Karnataka,501-1000,2020,"₹ 33,00,00,000.00"
Big Basket,E-Commerce,Bengaluru,Trifecta Capital Advisors,Undisclosed,29,2020,Karnataka,10000+,2020,"₹ 29,00,00,000.00"
CueMath,EdTech,Bengaluru,Trifecta Capital Advisors,Undisclosed,24,2020,Karnataka,1001-5000,2020,"₹ 24,00,00,000.00"
ZoloStays,Real Estate,Bengaluru,Trifecta Capital Advisors,Undisclosed,459,2020,Karnataka,1001-5000,2020,"₹ 4,59,00,00,000.00"
Shiprocket,Logistics,Bengaluru,Tribe Capital,Undisclosed,107,2020,Karnataka,251-500,2020,"₹ 1,07,00,00,000.00"
Pitstop,Consumer Internet,Bengaluru,Tpg-Backed Group L,Undisclosed,21,2020,Karnataka,101-250,2020,"₹ 21,00,00,000.00"
TeaMonk,Food,Bengaluru,Titan Capital,Undisclosed,75,2020,Karnataka,11-50,2020,"₹ 75,00,00,000.00"
BYJU'S,EdTech,Bengaluru,Tiger Global Management,Undisclosed,4150.75,2020,Karnataka,10000+,2020,"₹ 41,50,75,00,000.00"
BYJU'S,EdTech,Bengaluru,Tiger Global Management,Undisclosed,16650.75,2020,Karnataka,10000+,2020,"₹ 1,66,50,75,00,000.00"
ShareChat,Social Media,Bengaluru,Tetsuro Koda,Undisclosed,3,2020,Karnataka,501-1000,2020,"₹ 3,00,00,000.00"
Flipkart,E-Commerce,Bengaluru,Tencent Holdings,Undisclosed,5146,2020,Karnataka,10000+,2020,"₹ 51,46,00,00,000.00"
PratiLipi,Consumer Internet,Bengaluru,Tencent Holdings,Undisclosed,77,2020,Karnataka,51-100,2020,"₹ 77,00,00,000.00"
Swiggy,Food,Bengaluru,Tencent Holdings,Undisclosed,353,2020,Karnataka,10000+,2020,"₹ 3,53,00,00,000.00"
Plum,Healthcare,Bengaluru,Tanglin Venture Partners,Undisclosed,340.75,2020,Karnataka,11-50,2020,"₹ 3,40,75,00,000.00"
LivSpace,Design,Bengaluru,Tahoe Investment Group,Undisclosed,45,2020,Karnataka,1001-5000,2020,"₹ 45,00,00,000.00"
Plum,Healthcare,Bengaluru,Surge,Undisclosed,340.75,2020,Karnataka,11-50,2020,"₹ 3,40,75,00,000.00"
Razorpay,FinTech,Bengaluru,Stride Ventures,Undisclosed,249,2020,Karnataka,1001-5000,2020,"₹ 2,49,00,00,000.00"
Signzy,FinTech,Bengaluru,Stellaris Venture Partners,Undisclosed,249,2020,Karnataka,101-250,2020,"₹ 2,49,00,00,000.00"
Unacademy,EdTech,Bengaluru,Steadview Capital,Undisclosed,902,2020,Karnataka,251-500,2020,"₹ 9,02,00,00,000.00"
Zoomcar,Transportation,Bengaluru,Sony Innovation Fund,Undisclosed,22,2020,Karnataka,501-1000,2020,"₹ 22,00,00,000.00"
Bira91,Food,Bengaluru,Sofina Ventures,Undisclosed,164,2020,Karnataka,1001-5000,2020,"₹ 1,64,00,00,000.00"
CashFree,FinTech,Bengaluru,Smilegate Investment,Undisclosed,2900.75,2020,Karnataka,251-500,2020,"₹ 29,00,75,00,000.00"
Ameliorate Biotech,Healthcare,Bengaluru,Sine Iit Bombay,Undisclosed,2,2020,Karnataka,101-250,2020,"₹ 2,00,00,000.00"
Trell,Social Media,Bengaluru,Sequoias Surge,Undisclosed,33,2020,Karnataka,101-250,2020,"₹ 33,00,00,000.00"
FamPay,FinTech,Bengaluru,Sequoia India,Undisclosed,39,2020,Karnataka,51-100,2020,"₹ 39,00,00,000.00"
Leap Finance,FinTech,Bengaluru,Sequoia India,Undisclosed,45,2020,Karnataka,501-1000,2020,"₹ 45,00,00,000.00"
Unacademy,EdTech,Bengaluru,Sequoia India,Undisclosed,902,2020,Karnataka,251-500,2020,"₹ 9,02,00,00,000.00"
WakeFit,Households,Bengaluru,Sequoia Capital,Undisclosed,1665,2020,Karnataka,251-500,2020,"₹ 16,65,00,00,000.00"
Arzooo,E-Commerce,Bengaluru,Sequoia Capital India,Undisclosed,1249,2020,Karnataka,251-500,2020,"₹ 12,49,00,00,000.00"
Capital Float,Finance,Bengaluru,Sequoia Capital India,Undisclosed,123,2020,Karnataka,51-100,2020,"₹ 1,23,00,00,000.00"
CueMath,EdTech,Bengaluru,Sequoia Capital India,Undisclosed,3320.75,2020,Karnataka,1001-5000,2020,"₹ 33,20,75,00,000.00"
Smallcase,FinTech,Bengaluru,Sequoia Capital India,Undisclosed,1111,2020,Karnataka,101-250,2020,"₹ 11,11,00,00,000.00"
Teachmint,EdTech,Bengaluru,Sequoia Capital India,Undisclosed,4565,2020,Karnataka,51-100,2020,"₹ 45,65,00,00,000.00"
Bira91,Food,Bengaluru,Sequoia Capital,Undisclosed,164,2020,Karnataka,1001-5000,2020,"₹ 1,64,00,00,000.00"
Capital Float,Finance,Bengaluru,Sequoia Capital,Undisclosed,11,2020,Karnataka,51-100,2020,"₹ 11,00,00,000.00"
HomeLane,Design,Bengaluru,Sequoia Capital,Undisclosed,664,2020,Karnataka,501-1000,2020,"₹ 6,64,00,00,000.00"
PagarBook,FinTech,Bengaluru,Sequoia Capital,Undisclosed,1249,2020,Karnataka,101-250,2020,"₹ 12,49,00,00,000.00"
Swiggy,Food,Bengaluru,Samsung Venture Investment Corporation,Undisclosed,353,2020,Karnataka,10000+,2020,"₹ 3,53,00,00,000.00"
Trell,Social Media,Bengaluru,Samsung Venture Investment Corporation,Undisclosed,90.75,2020,Karnataka,101-250,2020,"₹ 90,75,00,000.00"
Capital Float,Finance,Bengaluru,Saif Partners,Undisclosed,123,2020,Karnataka,51-100,2020,"₹ 1,23,00,00,000.00"
Capital Float,Finance,Bengaluru,Saif Partners,Undisclosed,11,2020,Karnataka,51-100,2020,"₹ 11,00,00,000.00"
ShareChat,Social Media,Bengaluru,Saif Partners,Undisclosed,3325,2020,Karnataka,501-1000,2020,"₹ 33,25,00,00,000.00"
Yulu,Transportation,Bengaluru,Rocketship,Undisclosed,32,2020,Karnataka,101-250,2020,"₹ 32,00,00,000.00"
Capital Float,Finance,Bengaluru,Ribbit Capital,Undisclosed,123,2020,Karnataka,51-100,2020,"₹ 1,23,00,00,000.00"
Capital Float,Finance,Bengaluru,Ribbit Capital,Undisclosed,11,2020,Karnataka,51-100,2020,"₹ 11,00,00,000.00"
Cred,FinTech,Bengaluru,Ribbit Capital,Undisclosed,6640.75,2020,Karnataka,251-500,2020,"₹ 66,40,75,00,000.00"
Groww,Finance,Bengaluru,Ribbit Capital,Undisclosed,2499,2020,Karnataka,251-500,2020,"₹ 24,99,00,00,000.00"
Airmeet,Technology,Bengaluru,Redpoint,Undisclosed,996,2020,Karnataka,51-100,2020,"₹ 9,96,00,00,000.00"
ShareChat,Social Media,Bengaluru,Rebright Partners Ii,Undisclosed,3,2020,Karnataka,501-1000,2020,"₹ 3,00,00,000.00"
ShareChat,Social Media,Bengaluru,Rebright Partners I,Undisclosed,3,2020,Karnataka,501-1000,2020,"₹ 3,00,00,000.00"
DocsApp,Healthcare,Bengaluru,Rebright Partners,Undisclosed,78,2020,Karnataka,1001-5000,2020,"₹ 78,00,00,000.00"
Signzy,FinTech,Bengaluru,Rb Investments Pte. Ltd,Undisclosed,166,2020,Karnataka,101-250,2020,"₹ 1,66,00,00,000.00"
Swiggy,Food,Bengaluru,Prosus NV,Undisclosed,929,2020,Karnataka,10000+,2020,"₹ 9,29,00,00,000.00"
Ola,Transportation,Bengaluru,Pawan Munjal Family Trust Fund,Undisclosed,8,2020,Karnataka,5001-10000,2020,"₹ 8,00,00,000.00"
Ameliorate Biotech,Healthcare,Bengaluru,Padup,Undisclosed,2,2020,Karnataka,101-250,2020,"₹ 2,00,00,000.00"
BYJU'S,EdTech,Bengaluru,Owl Ventures,Undisclosed,4150.75,2020,Karnataka,10000+,2020,"₹ 41,50,75,00,000.00"
BYJU'S,EdTech,Bengaluru,Owl Ventures,Undisclosed,16650.75,2020,Karnataka,10000+,2020,"₹ 1,66,50,75,00,000.00"
Pitstop,Consumer Internet,Bengaluru,Ontario Centres Of Excellence,Undisclosed,84,2020,Karnataka,101-250,2020,"₹ 84,00,00,000.00"
Paytm,E-Commerce,Bengaluru,One97 Communications,Undisclosed,46,2020,Karnataka,501-1000,2020,"₹ 46,00,00,000.00"
Chingari,Healthcare,Bengaluru,Nowfloats Jasminder Singh Gulati,Undisclosed,8,2020,Karnataka,251-500,2020,"₹ 8,00,00,000.00"
LivSpace,Design,Bengaluru,Nicholas Cator,Undisclosed,747,2020,Karnataka,1001-5000,2020,"₹ 7,47,00,00,000.00"
Unacademy,EdTech,Bengaluru,Nexus Venture Partners,Undisclosed,902,2020,Karnataka,251-500,2020,"₹ 9,02,00,00,000.00"
ZoloStays,Real Estate,Bengaluru,Nexus Venture Partners,Undisclosed,459,2020,Karnataka,1001-5000,2020,"₹ 4,59,00,00,000.00"
ZoloStays,Real Estate,Bengaluru,Mirae Assets,Undisclosed,459,2020,Karnataka,1001-5000,2020,"₹ 4,59,00,00,000.00"
Swiggy,Food,Bengaluru,Mirae Asset Capital Markets,Undisclosed,353,2020,Karnataka,10000+,2020,"₹ 3,53,00,00,000.00"
DocsApp,Healthcare,Bengaluru,Milliways Fund Llc,Undisclosed,78,2020,Karnataka,1001-5000,2020,"₹ 78,00,00,000.00"
LivSpace,Design,Bengaluru,Mercer Investments,Undisclosed,747,2020,Karnataka,1001-5000,2020,"₹ 7,47,00,00,000.00"
LivSpace,Design,Bengaluru,Mercer Investment,Undisclosed,45,2020,Karnataka,1001-5000,2020,"₹ 45,00,00,000.00"
DaMENSCH,Technology,Bengaluru,Matrix Partners India,Undisclosed,498,2020,Karnataka,11-50,2020,"₹ 4,98,00,00,000.00"
Vegrow,AgriTech,Bengaluru,Matrix Partners India,Undisclosed,21,2020,Karnataka,501-1000,2020,"₹ 21,00,00,000.00"
Ola,Transportation,Bengaluru,Matrix Partners,Undisclosed,221,2020,Karnataka,5001-10000,2020,"₹ 2,21,00,00,000.00"
Signzy,FinTech,Bengaluru,Mastercard,Undisclosed,249,2020,Karnataka,101-250,2020,"₹ 2,49,00,00,000.00"
Pitstop,Consumer Internet,Bengaluru,Mark,Undisclosed,21,2020,Karnataka,101-250,2020,"₹ 21,00,00,000.00"
Shiprocket,Logistics,Bengaluru,March Capital,Undisclosed,107,2020,Karnataka,251-500,2020,"₹ 1,07,00,00,000.00"
LivSpace,Design,Bengaluru,Manan Maheshwari,Undisclosed,349,2020,Karnataka,1001-5000,2020,"₹ 3,49,00,00,000.00"
Chingari,Healthcare,Bengaluru,Logx Ventures,Undisclosed,8,2020,Karnataka,251-500,2020,"₹ 8,00,00,000.00"
Chingari,Households,Bengaluru,Logx Ventures,Undisclosed,11,2020,Karnataka,251-500,2020,"₹ 11,00,00,000.00"
Portea Medical,Healthcare,Bengaluru,Lightstone Global Funds,Undisclosed,151,2020,Karnataka,1001-5000,2020,"₹ 1,51,00,00,000.00"
ShareChat,Social Media,Bengaluru,Lightspeed Venture Partners,Undisclosed,3325,2020,Karnataka,501-1000,2020,"₹ 33,25,00,00,000.00"
Yellow Messenger,AI,Bengaluru,Lightspeed Venture Partners,Undisclosed,164,2020,Karnataka,251-500,2020,"₹ 1,64,00,00,000.00"
Setu,FinTech,Bengaluru,Lightspeed Venture Partners,Undisclosed,117,2020,Karnataka,11-50,2020,"₹ 1,17,00,00,000.00"
Yellow Messenger,AI,Bengaluru,Lightspeed India Partners,Undisclosed,164,2020,Karnataka,251-500,2020,"₹ 1,64,00,00,000.00"
Furlenco,E-Commerce,Bengaluru,Lightbox Expansion Fund,Undisclosed,82,2020,Karnataka,251-500,2020,"₹ 82,00,00,000.00"
ShopX,E-Commerce,Bengaluru,Li,Undisclosed,12,2020,Karnataka,101-250,2020,"₹ 12,00,00,000.00"
Ameliorate Biotech,Healthcare,Bengaluru,Letsventure,Undisclosed,2,2020,Karnataka,101-250,2020,"₹ 2,00,00,000.00"
MedGenome,Healthcare,Bengaluru,Leapfrog Investments,Undisclosed,451,2020,Karnataka,251-500,2020,"₹ 4,51,00,00,000.00"
Trell,Social Media,Bengaluru,Ktb Network,Undisclosed,90.75,2020,Karnataka,101-250,2020,"₹ 90,75,00,000.00"
Swiggy,Food,Bengaluru,Korea Investment Partners,Undisclosed,353,2020,Karnataka,10000+,2020,"₹ 3,53,00,00,000.00"
ShareChat,Social Media,Bengaluru,Kanamori Assagement Singapore,Undisclosed,3,2020,Karnataka,501-1000,2020,"₹ 3,00,00,000.00"
HomeLane,Design,Bengaluru,Jsw Ventures,Undisclosed,664,2020,Karnataka,501-1000,2020,"₹ 6,64,00,00,000.00"
Chingari,Households,Bengaluru,Jasminder Singh Gulati,Undisclosed,11,2020,Karnataka,251-500,2020,"₹ 11,00,00,000.00"
Medlife,Healthcare,Bengaluru,Ivy Icon,Undisclosed,570.75,2020,Karnataka,1001-5000,2020,"₹ 5,70,75,00,000.00"
Jumbotail,E-Commerce,Bengaluru,Iron Pillar,Undisclosed,1320.75,2020,Karnataka,101-250,2020,"₹ 13,20,75,00,000.00"
ZoloStays,Real Estate,Bengaluru,Investcorp,Undisclosed,459,2020,Karnataka,1001-5000,2020,"₹ 4,59,00,00,000.00"
LetsTransport,Logistics,Bengaluru,Innoven Capital,Undisclosed,14,2020,Karnataka,11-50,2020,"₹ 14,00,00,000.00"
Shiprocket,Logistics,Bengaluru,Innoven Capital,Undisclosed,107,2020,Karnataka,251-500,2020,"₹ 1,07,00,00,000.00"
Shiprocket,Logistics,Bengaluru,Innoven Capital,Undisclosed,623,2020,Karnataka,251-500,2020,"₹ 6,23,00,00,000.00"
Zetwerk,Manufacturing,Bengaluru,Innoven Capital,Undisclosed,18,2020,Karnataka,1001-5000,2020,"₹ 18,00,00,000.00"
Masai School,Education,Bengaluru,India Quotient,Undisclosed,21,2020,Karnataka,251-500,2020,"₹ 21,00,00,000.00"
PagarBook,FinTech,Bengaluru,India Quotient,Undisclosed,1249,2020,Karnataka,101-250,2020,"₹ 12,49,00,00,000.00"
Plum,Healthcare,Bengaluru,Incubate Fund,Undisclosed,8,2020,Karnataka,11-50,2020,"₹ 8,00,00,000.00"
HungerBox,Food,Bengaluru,IIFL Income Opportunities Fund,Undisclosed,55,2020,Karnataka,251-500,2020,"₹ 55,00,00,000.00"
Ather Energy,EV,Bengaluru,Hero Motocorp,Undisclosed,92,2020,Karnataka,1001-5000,2020,"₹ 92,00,00,000.00"
Medlife,Healthcare,Bengaluru,Hero Fincorp,Undisclosed,127,2020,Karnataka,1001-5000,2020,"₹ 1,27,00,00,000.00"
Slice,Entertainment,Bengaluru,Gunosy,Undisclosed,50.75,2020,Karnataka,251-500,2020,"₹ 50,75,00,000.00"
ITILITE,Transportation,Bengaluru,Greenoaks Capital,Undisclosed,107,2020,Karnataka,101-250,2020,"₹ 1,07,00,00,000.00"
Zetwerk,Manufacturing,Bengaluru,Greenoaks Capital,Undisclosed,172,2020,Karnataka,1001-5000,2020,"₹ 1,72,00,00,000.00"
VerSe Innovation,Entertainment,Bengaluru,Google Capital,Undisclosed,8300.75,2020,Karnataka,501-1000,2020,"₹ 83,00,75,00,000.00"
Trell,Social Media,Bengaluru,Gokul Rajaram,Undisclosed,90.75,2020,Karnataka,101-250,2020,"₹ 90,75,00,000.00"
RentoMojo,Consumer Internet,Bengaluru,Gmo Payment Gateway,Undisclosed,2,2020,Karnataka,501-1000,2020,"₹ 2,00,00,000.00"
Airmeet,Technology,Bengaluru,Global Founders Capital,Undisclosed,996,2020,Karnataka,51-100,2020,"₹ 9,96,00,00,000.00"
FamPay,FinTech,Bengaluru,Global Founders Capital,Undisclosed,39,2020,Karnataka,51-100,2020,"₹ 39,00,00,000.00"
CashFree,FinTech,Bengaluru,George Osborne,Undisclosed,2900.75,2020,Karnataka,251-500,2020,"₹ 29,00,75,00,000.00"
Cred,FinTech,Bengaluru,General Catalyst,Undisclosed,6640.75,2020,Karnataka,251-500,2020,"₹ 66,40,75,00,000.00"
NoBroker,Consumer Internet,Bengaluru,General Atlantic,Undisclosed,246,2020,Karnataka,51-100,2020,"₹ 2,46,00,00,000.00"
Unacademy,EdTech,Bengaluru,General Atlantic,Undisclosed,902,2020,Karnataka,251-500,2020,"₹ 9,02,00,00,000.00"
DocsApp,Healthcare,Bengaluru,Fusian Capital,Undisclosed,78,2020,Karnataka,1001-5000,2020,"₹ 78,00,00,000.00"
ShopX,E-Commerce,Bengaluru,Fung,Undisclosed,12,2020,Karnataka,101-250,2020,"₹ 12,00,00,000.00"
Treebo Hotels,Energy,Bengaluru,Foxhog Ventures,Undisclosed,83,2020,Karnataka,501-1000,2020,"₹ 83,00,00,000.00"
Trell,Social Media,Bengaluru,Fosun Rz,Undisclosed,33,2020,Karnataka,101-250,2020,"₹ 33,00,00,000.00"
Setu,FinTech,Bengaluru,Falcon Edge Capital,Undisclosed,117,2020,Karnataka,11-50,2020,"₹ 1,17,00,00,000.00"
Teachmint,EdTech,Bengaluru,Faering Capital,Undisclosed,4565,2020,Karnataka,51-100,2020,"₹ 45,65,00,00,000.00"
Unacademy,EdTech,Bengaluru,Facebook,Undisclosed,902,2020,Karnataka,251-500,2020,"₹ 9,02,00,00,000.00"
